Date,Open,High,Low,Close,Adj Close,Volume
2022-12-27,141.72999572753906,142.72000122070312,141.22999572753906,142.4199981689453,131.9796142578125,2742400
2022-12-28,142.39999389648438,142.80999755859375,139.9499969482422,140.02000427246094,129.7555694580078,2539500
2022-12-29,140.5800018310547,142.25999450683594,140.4499969482422,141.05999755859375,130.71932983398438,2337200
2022-12-30,140.5399932861328,140.89999389648438,139.4499969482422,140.88999938964844,130.561767578125,2858000
2023-01-03,141.10000610351562,141.89999389648438,140.47999572753906,141.5500030517578,131.17340087890625,3338600
2023-01-04,142.07000732421875,143.6199951171875,141.3699951171875,142.60000610351562,132.1464385986328,3869200
2023-01-05,142.44000244140625,142.5,140.00999450683594,141.11000061035156,130.76564025878906,2866600
2023-01-06,142.3800048828125,144.25,141.5800018310547,143.6999969482422,133.16578674316406,3574000
2023-01-09,144.0800018310547,145.47000122070312,143.39999389648438,143.5500030517578,133.0268096923828,3987700
2023-01-10,143.61000061035156,144.85000610351562,142.89999389648438,144.8000030517578,134.18515014648438,2152100
2023-01-11,145.0,145.52999877929688,143.4499969482422,145.25999450683594,134.61143493652344,3268700
2023-01-12,144.8800048828125,146.66000366210938,144.52000427246094,145.5500030517578,134.8801727294922,2715900
2023-01-13,144.05999755859375,146.10000610351562,144.00999450683594,145.88999938964844,135.19525146484375,2455700
2023-01-17,146.4199981689453,147.17999267578125,145.00999450683594,145.19000244140625,134.5465545654297,2986500
2023-01-18,144.39999389648438,144.67999267578125,140.22999572753906,140.41000366210938,130.11697387695312,6445600
2023-01-19,140.0,142.22999572753906,139.75,140.6199951171875,130.3115997314453,4833900
2023-01-20,141.6699981689453,141.86000061035156,140.50999450683594,141.1999969482422,130.8490447998047,7153300
2023-01-23,141.39999389648438,142.99000549316406,141.05999755859375,141.86000061035156,131.46067810058594,5898400
2023-01-24,141.25,142.75,140.0,141.49000549316406,131.1177978515625,4407600
2023-01-25,140.47000122070312,141.02999877929688,139.36000061035156,140.75999450683594,130.44129943847656,7347500
2023-01-26,137.52999877929688,138.27000427246094,132.97999572753906,134.4499969482422,124.59388732910156,17548500
2023-01-27,134.44000244140625,135.49000549316406,133.77000427246094,134.38999938964844,124.53827667236328,8143100
2023-01-30,134.32000732421875,136.11000061035156,133.97999572753906,135.3000030517578,125.38156127929688,5375700
2023-01-31,135.5,135.64999389648438,133.75999450683594,134.72999572753906,124.85334777832031,7206400
2023-02-01,134.49000549316406,135.7899932861328,132.8000030517578,135.08999633789062,125.18697357177734,5428900
2023-02-02,135.9600067138672,136.72000122070312,134.85000610351562,136.38999938964844,126.39165496826172,6107800
2023-02-03,136.35000610351562,136.9499969482422,135.52999877929688,136.94000244140625,126.9013442993164,3755700
2023-02-06,135.8300018310547,136.32000732421875,134.9499969482422,136.17999267578125,126.19706726074219,4841300
2023-02-07,135.6699981689453,136.39999389648438,134.4499969482422,135.83999633789062,125.88199615478516,3737600
2023-02-08,135.7100067138672,136.74000549316406,135.16000366210938,135.97999572753906,126.01171112060547,4593700
2023-02-09,134.99000549316406,135.72999572753906,133.33999633789062,133.75,125.46764373779297,3918800
2023-02-10,133.77999877929688,135.77000427246094,133.5,135.60000610351562,127.20307922363281,5049600
2023-02-13,136.0,137.38999938964844,135.85000610351562,137.35000610351562,128.8447265625,4403000
2023-02-14,137.0500030517578,137.24000549316406,135.0500030517578,136.00999450683594,127.58768463134766,3202200
2023-02-15,135.1999969482422,136.4499969482422,135.07000732421875,136.39999389648438,127.95353698730469,2506700
2023-02-16,135.57000732421875,135.97000122070312,134.58999633789062,135.0,126.6402359008789,2965500
2023-02-17,134.5,135.5800018310547,133.88999938964844,135.02000427246094,126.65898895263672,3466200
2023-02-21,134.0,134.38999938964844,131.66000366210938,131.7100067138672,123.55397033691406,4257200
2023-02-22,131.89999389648438,131.99000549316406,130.2899932861328,130.97000122070312,122.85979461669922,3200200
2023-02-23,131.5,131.6999969482422,128.86000061035156,130.7899932861328,122.69093322753906,3725600
2023-02-24,129.6199951171875,130.6699981689453,129.22000122070312,130.57000732421875,122.48456573486328,3015800
2023-02-27,131.4199981689453,131.8699951171875,130.1300048828125,130.49000549316406,122.40951538085938,2761300
2023-02-28,130.5500030517578,130.61000061035156,129.13999938964844,129.3000030517578,121.29319763183594,5143100
2023-03-01,128.89999389648438,129.47000122070312,127.73999786376953,128.19000244140625,120.25193786621094,3760700
2023-03-02,128.38999938964844,129.22000122070312,127.70999908447266,128.92999267578125,120.94609832763672,3340100
2023-03-03,129.35000610351562,129.91000366210938,128.77000427246094,129.63999938964844,121.61213684082031,2860300
2023-03-06,129.63999938964844,130.86000061035156,129.58999633789062,130.19000244140625,122.12808990478516,3131200
2023-03-07,130.27999877929688,130.4199981689453,128.19000244140625,128.25,120.3082275390625,3530400
2023-03-08,128.47999572753906,128.74000549316406,127.55000305175781,128.0500030517578,120.12061309814453,2778800
2023-03-09,128.3000030517578,128.52999877929688,125.9800033569336,126.16000366210938,118.34764862060547,5478300
2023-03-10,126.12000274658203,127.29000091552734,125.12999725341797,125.44999694824219,117.68160247802734,5990900
2023-03-13,125.1500015258789,128.19000244140625,124.8499984741211,125.58000183105469,117.8035659790039,8188400
2023-03-14,126.48999786376953,126.63999938964844,123.19999694824219,124.6500015258789,116.93115234375,8114800
2023-03-15,122.98999786376953,123.3499984741211,121.70999908447266,123.27999877929688,115.6459732055664,5989300
2023-03-16,122.95999908447266,124.81999969482422,121.91999816894531,124.69999694824219,116.9780502319336,6438700
2023-03-17,124.08000183105469,124.5199966430664,122.93000030517578,123.69000244140625,116.03059387207031,37400200
2023-03-20,124.30999755859375,126.16000366210938,124.19000244140625,125.94000244140625,118.14126586914062,4588300
2023-03-21,126.9000015258789,127.1500015258789,125.66000366210938,126.56999969482422,118.73225402832031,3856300
2023-03-22,127.0,127.22000122070312,124.01000213623047,124.05000305175781,116.3683090209961,3549000
2023-03-23,123.80999755859375,124.93000030517578,122.5999984741211,123.37000274658203,115.73041534423828,4651900
2023-03-24,123.36000061035156,125.4000015258789,122.87999725341797,125.29000091552734,117.5315170288086,3812300
2023-03-27,126.47000122070312,130.25999450683594,126.47000122070312,129.30999755859375,121.30258178710938,6524100
2023-03-28,129.17999267578125,129.66000366210938,128.8000030517578,129.33999633789062,121.33072662353516,2888900
2023-03-29,130.1199951171875,130.35000610351562,129.17999267578125,129.7100067138672,121.67781829833984,3279600
2023-03-30,130.16000366210938,131.47999572753906,129.10000610351562,129.22000122070312,121.21815490722656,3561800
2023-03-31,129.47000122070312,131.22999572753906,129.4199981689453,131.08999633789062,122.97234344482422,4524700
2023-04-03,130.97000122070312,132.61000061035156,130.77000427246094,132.05999755859375,123.88228607177734,3840100
2023-04-04,131.99000549316406,132.14999389648438,130.88999938964844,131.60000610351562,123.45079040527344,3382800
2023-04-05,131.3699951171875,132.61000061035156,131.3699951171875,132.13999938964844,123.95732879638672,2898700
2023-04-06,132.16000366210938,132.60000610351562,130.32000732421875,130.5,122.41889190673828,3050600
2023-04-10,129.8300018310547,131.0800018310547,129.24000549316406,131.02999877929688,122.91607666015625,2614400
2023-04-11,130.5800018310547,131.10000610351562,130.17999267578125,130.4199981689453,122.3438491821289,3132400
2023-04-12,130.39999389648438,130.88999938964844,128.1699981689453,128.5399932861328,120.58025360107422,3957500
2023-04-13,128.00999450683594,128.38999938964844,126.0,127.9000015258789,119.97988891601562,5621500
2023-04-14,128.4600067138672,129.83999633789062,127.30999755859375,128.13999938964844,120.20503234863281,4180600
2023-04-17,128.3000030517578,128.72000122070312,126.80000305175781,127.81999969482422,119.90484619140625,3662700
2023-04-18,128.13999938964844,128.67999267578125,127.3499984741211,127.77999877929688,119.86731719970703,3193800
2023-04-19,126.5,126.9800033569336,125.30000305175781,126.31999969482422,118.49773406982422,7014400
2023-04-20,130.14999389648438,130.97999572753906,125.83999633789062,126.36000061035156,118.53524780273438,9749600
2023-04-21,126.0,126.69999694824219,125.2699966430664,125.7300033569336,117.94426727294922,6725400
2023-04-24,125.55000305175781,126.05000305175781,124.55999755859375,125.4000015258789,117.63470458984375,4043900
2023-04-25,124.9000015258789,126.19000244140625,124.76000213623047,125.88999938964844,118.09436798095703,4275400
2023-04-26,125.80999755859375,126.55000305175781,125.12000274658203,125.8499984741211,118.05683135986328,4070200
2023-04-27,126.37000274658203,127.0199966430664,125.45999908447266,126.97000122070312,119.10748291015625,3204900
2023-04-28,126.58000183105469,127.25,125.63999938964844,126.41000366210938,118.58216094970703,5060500
2023-05-01,126.3499984741211,126.75,126.05999755859375,126.08999633789062,118.28196716308594,2725000
2023-05-02,126.30000305175781,126.44999694824219,123.2699966430664,125.16000366210938,117.40957641601562,4445300
2023-05-03,125.45999908447266,125.56999969482422,123.26000213623047,123.44999694824219,115.80545806884766,4554200
2023-05-04,123.02999877929688,123.5199966430664,121.76000213623047,122.56999969482422,114.97994995117188,4468200
2023-05-05,123.11000061035156,124.0999984741211,122.80999755859375,123.6500015258789,115.99307250976562,4970800
2023-05-08,123.76000213623047,123.91999816894531,122.55000305175781,123.4000015258789,115.758544921875,3663800
2023-05-09,121.9000015258789,121.97000122070312,120.66000366210938,121.16999816894531,115.21656036376953,4540000
2023-05-10,121.98999786376953,122.48999786376953,121.0999984741211,122.0199966430664,116.02478790283203,4189200
2023-05-11,122.0199966430664,122.23999786376953,120.55000305175781,120.9000015258789,114.95982360839844,3446500
2023-05-12,121.41000366210938,122.86000061035156,121.11000061035156,122.83999633789062,116.80449676513672,4560500
2023-05-15,123.0,123.69000244140625,122.33999633789062,123.36000061035156,117.29895782470703,2915700
2023-05-16,123.3499984741211,123.86000061035156,122.44999694824219,123.45999908447266,117.39404296875,2748400
2023-05-17,123.94000244140625,125.8499984741211,123.47000122070312,125.70999908447266,119.53349304199219,4515100
2023-05-18,125.30000305175781,126.51000213623047,125.19000244140625,126.1500015258789,119.95187377929688,3797900
2023-05-19,126.79000091552734,128.2899932861328,126.55000305175781,127.26000213623047,121.00733184814453,4305800
2023-05-22,127.5,128.19000244140625,127.1500015258789,127.5,121.23554992675781,2806800
2023-05-23,127.23999786376953,129.08999633789062,127.12999725341797,128.17999267578125,121.88213348388672,4592300
2023-05-24,127.81999969482422,127.9000015258789,125.47000122070312,125.68000030517578,119.50496673583984,3915500
2023-05-25,125.61000061035156,127.2300033569336,125.01000213623047,126.76000213623047,120.53189849853516,4102900
2023-05-26,127.05999755859375,129.66000366210938,126.80999755859375,128.88999938964844,122.5572509765625,5612600
2023-05-30,129.55999755859375,130.07000732421875,128.25999450683594,129.47999572753906,123.1182632446289,3741100
2023-05-31,128.50999450683594,129.44000244140625,127.45999908447266,128.58999633789062,122.27198791503906,11590200
2023-06-01,128.44000244140625,130.14999389648438,127.77999877929688,129.82000732421875,123.44156646728516,4136100
2023-06-02,130.3800048828125,133.1199951171875,130.14999389648438,132.4199981689453,125.9137954711914,5373900
2023-06-05,133.1199951171875,133.5800018310547,132.27000427246094,132.63999938964844,126.12299346923828,3993500
2023-06-06,132.42999267578125,132.94000244140625,131.8800048828125,132.69000244140625,126.17053985595703,3298000
2023-06-07,132.5,134.44000244140625,132.19000244140625,134.3800048828125,127.77751159667969,5772000
2023-06-08,134.69000244140625,135.97999572753906,134.00999450683594,134.41000366210938,127.80604553222656,4128500
2023-06-09,134.36000061035156,136.10000610351562,134.1699981689453,135.3000030517578,128.6522979736328,3981500
2023-06-12,136.0,136.6199951171875,135.82000732421875,136.4199981689453,129.71726989746094,4494500
2023-06-13,136.50999450683594,138.1699981689453,136.0,137.60000610351562,130.8393096923828,3927300
2023-06-14,137.8000030517578,138.92999267578125,136.94000244140625,137.1999969482422,130.45896911621094,4514900
2023-06-15,137.27000427246094,138.8000030517578,137.17999267578125,138.39999389648438,131.59999084472656,3812600
2023-06-16,139.22999572753906,139.47000122070312,137.47000122070312,137.47999572753906,130.72520446777344,7473100
2023-06-20,136.36000061035156,137.22999572753906,135.88999938964844,135.9600067138672,129.27987670898438,4271300
2023-06-21,135.11000061035156,135.38999938964844,133.2899932861328,133.69000244140625,127.12142944335938,5501300
2023-06-22,131.67999267578125,132.9600067138672,130.67999267578125,131.1699981689453,124.72521209716797,6012800
2023-06-23,130.39999389648438,130.6199951171875,129.17999267578125,129.42999267578125,123.07070922851562,11324700
2023-06-26,129.38999938964844,131.41000366210938,129.30999755859375,131.33999633789062,124.88687133789062,4845600
2023-06-27,131.3000030517578,132.9499969482422,130.8300018310547,132.33999633789062,125.83773803710938,3219900
2023-06-28,132.05999755859375,132.1699981689453,130.91000366210938,131.75999450683594,125.28623962402344,2753800
2023-06-29,131.75,134.35000610351562,131.69000244140625,134.05999755859375,127.47323608398438,3639800
2023-06-30,134.69000244140625,135.02999877929688,133.42999267578125,133.80999755859375,127.23551940917969,4236400
2023-07-03,133.4199981689453,134.35000610351562,132.8699951171875,133.6699981689453,127.1023941040039,1477100
2023-07-05,133.32000732421875,134.30999755859375,132.58999633789062,134.24000549316406,127.6443862915039,2955100
2023-07-06,133.24000549316406,133.89999389648438,131.5500030517578,132.16000366210938,125.66658782958984,3507700
2023-07-07,131.77999877929688,133.85000610351562,131.75,132.0800018310547,125.59051513671875,2982400
2023-07-10,131.75999450683594,133.0500030517578,131.6999969482422,132.89999389648438,126.3702163696289,2369200
2023-07-11,133.66000366210938,134.55999755859375,133.22999572753906,134.44000244140625,127.83454895019531,2925200
2023-07-12,135.07000732421875,135.3300018310547,132.57000732421875,132.83999633789062,126.31316375732422,3732200
2023-07-13,133.50999450683594,135.07000732421875,133.36000061035156,133.9199981689453,127.34009552001953,3221400
2023-07-14,133.91000366210938,133.9199981689453,132.94000244140625,133.39999389648438,126.84565734863281,2860700
2023-07-17,133.25999450683594,134.61000061035156,133.10000610351562,134.24000549316406,127.6443862915039,3167400
2023-07-18,134.7100067138672,135.9499969482422,134.2899932861328,135.36000061035156,128.70933532714844,3852100
2023-07-19,135.52999877929688,136.4499969482422,135.19000244140625,135.47999572753906,128.82347106933594,5520000
2023-07-20,137.19000244140625,140.32000732421875,136.55999755859375,138.3800048828125,131.5809783935547,10896300
2023-07-21,138.2100067138672,139.77999877929688,137.75999450683594,138.94000244140625,132.1134490966797,5858600
2023-07-24,139.35000610351562,140.1199951171875,138.77999877929688,139.5399932861328,132.6839599609375,3475200
2023-07-25,139.4199981689453,140.42999267578125,139.0399932861328,140.3300018310547,133.4351806640625,3770800
2023-07-26,140.44000244140625,141.25,139.8800048828125,141.07000732421875,134.13880920410156,4046400
2023-07-27,142.3000030517578,143.3800048828125,141.89999389648438,142.97000122070312,135.94544982910156,6331600
2023-07-28,143.44000244140625,143.9499969482422,142.85000610351562,143.4499969482422,136.40188598632812,6686400
2023-07-31,143.80999755859375,144.60000610351562,143.52999877929688,144.17999267578125,137.0959930419922,6138100
2023-08-01,144.25,144.47999572753906,142.1699981689453,143.3300018310547,136.2877655029297,4797700
2023-08-02,142.77999877929688,144.3000030517578,142.30999755859375,144.1699981689453,137.08648681640625,4957400
2023-08-03,143.77999877929688,145.22000122070312,143.30999755859375,144.4499969482422,137.3527374267578,3951900
2023-08-04,145.08999633789062,146.08999633789062,143.99000549316406,144.24000549316406,137.15306091308594,4223100
2023-08-07,145.0,146.5,144.92999267578125,146.17999267578125,138.9977264404297,3438700
2023-08-08,145.6999969482422,146.14999389648438,144.11000061035156,145.91000366210938,138.74099731445312,4654600
2023-08-09,144.94000244140625,144.94000244140625,142.3000030517578,142.49000549316406,137.04823303222656,4072900
2023-08-10,143.0399932861328,144.5800018310547,142.69000244140625,143.25,137.77919006347656,4735800
2023-08-11,143.1199951171875,143.4499969482422,142.2100067138672,143.1199951171875,137.65414428710938,2526000
2023-08-14,143.0500030517578,143.3699951171875,141.8000030517578,141.91000366210938,136.49037170410156,4226400
2023-08-15,141.5,142.30999755859375,141.1999969482422,141.8699951171875,136.45188903808594,3656600
2023-08-16,141.6999969482422,142.08999633789062,140.55999755859375,140.63999938964844,135.26885986328125,3285300
2023-08-17,141.00999450683594,142.66000366210938,140.60000610351562,140.66000366210938,135.28811645507812,3742100
2023-08-18,140.0,141.8300018310547,139.75999450683594,141.41000366210938,136.0094757080078,3914700
2023-08-21,141.4199981689453,142.38999938964844,141.11000061035156,142.27999877929688,136.8462371826172,2937800
2023-08-22,142.66000366210938,143.22999572753906,141.3000030517578,141.49000549316406,136.08641052246094,3557500
2023-08-23,141.72000122070312,143.47999572753906,141.5800018310547,143.41000366210938,137.93307495117188,2559100
2023-08-24,143.50999450683594,144.47000122070312,143.22000122070312,143.5500030517578,138.0677490234375,2900200
2023-08-25,144.17999267578125,145.47000122070312,143.5,145.35000610351562,139.7989959716797,3660100
2023-08-28,145.41000366210938,146.74000549316406,145.2100067138672,146.02000427246094,140.4434051513672,3561100
2023-08-29,146.3000030517578,146.72999572753906,145.6199951171875,146.4499969482422,140.8569793701172,2778100
2023-08-30,146.4199981689453,146.9199981689453,145.75,146.86000061035156,141.25132751464844,2245400
2023-08-31,146.94000244140625,147.72999572753906,146.5399932861328,146.8300018310547,141.22247314453125,3885900
2023-09-01,147.25999450683594,148.10000610351562,146.9199981689453,147.94000244140625,142.29006958007812,2727500
2023-09-05,147.91000366210938,149.0,147.57000732421875,148.1300048828125,142.4728240966797,3731300
2023-09-06,147.66000366210938,148.3300018310547,147.1199951171875,148.05999755859375,142.40550231933594,2932200
2023-09-07,148.1300048828125,148.77999877929688,147.39999389648438,147.52000427246094,141.88612365722656,3332900
2023-09-08,147.35000610351562,148.58999633789062,147.25999450683594,147.67999267578125,142.04000854492188,3722800
2023-09-11,148.57000732421875,148.77999877929688,147.5800018310547,148.3800048828125,142.71328735351562,3273600
2023-09-12,147.9199981689453,148.0,145.8000030517578,146.3000030517578,140.71270751953125,4457700
2023-09-13,145.9499969482422,146.97999572753906,145.9199981689453,146.5500030517578,140.9531707763672,2627800
2023-09-14,147.3800048828125,147.72999572753906,146.47999572753906,147.35000610351562,141.7226104736328,2723100
2023-09-15,147.11000061035156,147.85000610351562,145.52999877929688,145.99000549316406,140.41456604003906,6231400
2023-09-18,145.77000427246094,146.47999572753906,145.05999755859375,145.08999633789062,139.54891967773438,2508100
2023-09-19,145.0,146.72000122070312,144.66000366210938,146.52000427246094,140.92431640625,3945400
2023-09-20,148.36000061035156,151.92999267578125,148.1300048828125,149.8300018310547,144.10791015625,9632400
2023-09-21,149.0,149.25,147.30999755859375,147.3800048828125,141.75146484375,4944600
2023-09-22,147.41000366210938,148.10000610351562,146.82000732421875,146.91000366210938,141.29940795898438,2562000
2023-09-25,146.57000732421875,147.42999267578125,146.25,146.47999572753906,140.88584899902344,2694200
2023-09-26,145.50999450683594,146.1699981689453,143.02000427246094,143.24000549316406,137.76959228515625,4824700
2023-09-27,143.6699981689453,143.82000732421875,141.75999450683594,143.1699981689453,137.70225524902344,4439800
2023-09-28,142.13999938964844,142.27999877929688,140.2100067138672,141.5800018310547,136.1729736328125,5783200
2023-09-29,142.0,142.1300048828125,139.61000061035156,140.3000030517578,134.9418487548828,5703600
2023-10-02,140.0399932861328,141.4499969482422,139.86000061035156,140.8000030517578,135.42276000976562,3275300
2023-10-03,140.8699951171875,141.63999938964844,140.0,140.38999938964844,135.02842712402344,3284400
2023-10-04,140.3699951171875,141.1999969482422,139.99000549316406,141.07000732421875,135.68246459960938,2637600
2023-10-05,140.89999389648438,141.6999969482422,140.19000244140625,141.52000427246094,136.11526489257812,3223900
2023-10-06,141.39999389648438,142.94000244140625,140.11000061035156,142.02999877929688,136.6057891845703,3511100
2023-10-09,142.3000030517578,142.39999389648438,140.67999267578125,142.1999969482422,136.76930236816406,2354400
2023-10-10,142.60000610351562,143.4199981689453,141.72000122070312,142.11000061035156,136.68272399902344,3015800
2023-10-11,142.50999450683594,143.33999633789062,142.13999938964844,143.22999572753906,137.75994873046875,2511500
2023-10-12,142.50999450683594,142.92999267578125,140.9499969482422,141.24000549316406,135.84596252441406,3921100
2023-10-13,139.77000427246094,140.1199951171875,138.27000427246094,138.4600067138672,133.17213439941406,4582800
2023-10-16,139.27999877929688,139.77999877929688,138.52000427246094,139.2100067138672,133.89349365234375,3361500
2023-10-17,137.1199951171875,140.6199951171875,136.30999755859375,140.32000732421875,134.9611053466797,4172800
2023-10-18,140.0,140.42999267578125,139.5800018310547,139.97000122070312,134.6244659423828,3330000
2023-10-19,138.63999938964844,139.41000366210938,137.92999267578125,138.00999450683594,132.73931884765625,5314200
2023-10-20,138.14999389648438,139.27000427246094,137.1199951171875,137.16000366210938,131.92178344726562,4865300
2023-10-23,136.6300048828125,137.67999267578125,135.8699951171875,136.3800048828125,131.1715850830078,3457500
2023-10-24,136.74000549316406,137.97999572753906,136.0500030517578,137.7899932861328,132.5277099609375,3698000
2023-10-25,137.5,138.49000549316406,136.3300018310547,137.0800018310547,131.8448486328125,6472500
2023-10-26,142.1999969482422,144.41000366210938,141.5800018310547,143.75999450683594,138.26971435546875,11130200
2023-10-27,143.6199951171875,144.6999969482422,141.7100067138672,142.52000427246094,137.07708740234375,5469200
2023-10-30,143.19000244140625,144.5,142.5800018310547,142.6300048828125,137.182861328125,4204100
2023-10-31,143.0,144.75999450683594,142.58999633789062,144.63999938964844,139.11610412597656,6591800
2023-11-01,145.0,146.50999450683594,144.4499969482422,145.39999389648438,139.8470916748047,4750100
2023-11-02,145.77000427246094,147.10000610351562,144.83999633789062,147.00999450683594,141.3955841064453,3902700
2023-11-03,147.4499969482422,148.4499969482422,147.27999877929688,147.89999389648438,142.25160217285156,3510100
2023-11-06,147.88999938964844,149.22999572753906,147.85000610351562,148.97000122070312,143.28074645996094,4597200
2023-11-07,149.02999877929688,149.27999877929688,148.02999877929688,148.8300018310547,143.14608764648438,3549900
2023-11-08,149.25,149.67999267578125,147.58999633789062,148.02999877929688,142.3766326904297,3618600
2023-11-09,146.5500030517578,146.99000549316406,145.27999877929688,146.6199951171875,142.61981201171875,3412700
2023-11-10,147.44000244140625,149.1699981689453,146.85000610351562,149.02000427246094,144.954345703125,3179000
2023-11-13,148.4600067138672,148.49000549316406,147.35000610351562,148.10000610351562,144.0594482421875,2647200
2023-11-14,149.4499969482422,150.80999755859375,149.0500030517578,150.41000366210938,146.30642700195312,4321900
2023-11-15,150.39999389648438,153.22000122070312,150.39999389648438,152.5800018310547,148.41722106933594,4632500
2023-11-16,153.0,153.35000610351562,152.1300048828125,153.05999755859375,148.88412475585938,3519200
2023-11-17,153.2899932861328,153.5,152.4600067138672,152.88999938964844,148.71875,4426500
2023-11-20,152.50999450683594,154.67999267578125,152.35000610351562,154.35000610351562,150.13893127441406,3658500
2023-11-21,154.60000610351562,154.66000366210938,153.50999450683594,153.91000366210938,149.7109375,2859500
2023-11-22,154.5,155.7100067138672,154.16000366210938,155.1300048828125,150.8976593017578,3044700
2023-11-24,155.1300048828125,155.39999389648438,153.9199981689453,155.17999267578125,150.94627380371094,1799200
2023-11-27,154.99000549316406,156.13999938964844,154.75,155.57000732421875,151.32565307617188,4053100
2023-11-28,155.44000244140625,155.75,154.86000061035156,155.64999389648438,151.40345764160156,2666200
2023-11-29,156.14999389648438,157.50999450683594,156.02000427246094,156.41000366210938,152.14273071289062,3568900
2023-11-30,156.9499969482422,158.60000610351562,156.88999938964844,158.55999755859375,154.2340850830078,6740600
2023-12-01,158.41000366210938,160.58999633789062,158.0,160.5500030517578,156.16978454589844,4871000
2023-12-04,160.2899932861328,162.7899932861328,160.2899932861328,161.10000610351562,156.70477294921875,5779000
2023-12-05,160.75999450683594,162.47000122070312,160.72000122070312,161.38999938964844,156.9868621826172,4556700
2023-12-06,161.58999633789062,162.35000610351562,160.00999450683594,160.27999877929688,155.90713500976562,3555900
2023-12-07,161.0,161.47000122070312,159.97000122070312,160.22000122070312,155.84878540039062,3665500
2023-12-08,160.0,162.0399932861328,160.0,161.9600067138672,157.54132080078125,4560400
2023-12-11,162.67999267578125,163.64999389648438,161.9499969482422,163.50999450683594,159.0490264892578,6077200
2023-12-12,163.27000427246094,166.33999633789062,162.9199981689453,164.7100067138672,160.21627807617188,5292300
2023-12-13,164.3699951171875,164.97000122070312,162.74000549316406,163.6199951171875,159.156005859375,4989100
2023-12-14,162.92999267578125,163.5,160.14999389648438,162.91000366210938,158.46539306640625,6129800
2023-12-15,162.3000030517578,164.08999633789062,162.0399932861328,162.22999572753906,157.80393981933594,11015600
2023-12-18,162.22999572753906,163.3300018310547,161.5800018310547,162.74000549316406,158.30001831054688,3677300
2023-12-19,161.8000030517578,162.27999877929688,161.32000732421875,161.55999755859375,157.1522216796875,3766600
2023-12-20,161.2899932861328,161.8000030517578,160.00999450683594,160.0500030517578,155.6834259033203,4865800
2023-12-21,160.58999633789062,161.0800018310547,159.52999877929688,160.77999877929688,156.39349365234375,2982900
2023-12-22,161.10000610351562,162.41000366210938,161.0,162.13999938964844,157.71640014648438,2439800
2023-12-26,162.22999572753906,163.30999755859375,162.0500030517578,163.2100067138672,158.7572021484375,1772400
2023-12-27,163.13999938964844,163.63999938964844,162.67999267578125,163.4600067138672,159.00039672851562,3234600
2023-12-28,163.9600067138672,163.9600067138672,163.39999389648438,163.75,159.282470703125,2071300
2023-12-29,163.75,164.17999267578125,162.8300018310547,163.5500030517578,159.0879364013672,2525600
2024-01-02,162.8300018310547,163.2899932861328,160.4600067138672,161.5,157.09385681152344,3825000
2024-01-03,161.0,161.72999572753906,160.0800018310547,160.10000610351562,155.73207092285156,4086100
2024-01-04,160.22000122070312,161.80999755859375,160.1699981689453,160.86000061035156,156.47132873535156,3212000
2024-01-05,159.91000366210938,160.5500030517578,158.6699981689453,159.16000366210938,154.81771850585938,4199400
2024-01-08,158.69000244140625,161.22000122070312,157.88999938964844,161.13999938964844,156.74368286132812,3321700
2024-01-09,160.0,160.47999572753906,159.50999450683594,160.0800018310547,155.7126007080078,2617200
2024-01-10,160.27999877929688,161.33999633789062,159.74000549316406,161.22999572753906,156.8312225341797,2967800
2024-01-11,161.02000427246094,162.22999572753906,160.2899932861328,162.16000366210938,157.73585510253906,3778200
2024-01-12,162.97000122070312,165.97999572753906,162.35000610351562,165.8000030517578,161.27655029296875,4956400
2024-01-16,165.8000030517578,167.25,165.33999633789062,166.9600067138672,162.40492248535156,4869600
2024-01-17,166.7899932861328,167.82000732421875,165.5,166.0800018310547,161.54891967773438,4288600
2024-01-18,166.49000549316406,166.99000549316406,165.0399932861328,166.83999633789062,162.2881622314453,3776900
2024-01-19,170.58999633789062,171.5800018310547,169.17999267578125,171.47999572753906,166.80157470703125,6925800
2024-01-22,172.82000732421875,174.4499969482422,172.39999389648438,172.8300018310547,168.11474609375,4926000
2024-01-23,172.89999389648438,174.02000427246094,172.47999572753906,173.94000244140625,169.1944580078125,3983500
2024-01-24,174.75999450683594,174.86000061035156,172.89999389648438,173.92999267578125,169.1847381591797,9097800
2024-01-25,184.9600067138672,196.89999389648438,184.8300018310547,190.42999267578125,185.23455810546875,29596200
2024-01-26,191.30999755859375,192.38999938964844,186.16000366210938,187.4199981689453,182.30670166015625,9895900
2024-01-29,187.4600067138672,189.4600067138672,186.0500030517578,187.13999938964844,182.03433227539062,6107900
2024-01-30,187.7100067138672,188.64999389648438,186.77000427246094,187.8699951171875,182.74441528320312,4575100
2024-01-31,187.0500030517578,187.64999389648438,183.13999938964844,183.66000366210938,178.64927673339844,8876100
2024-02-01,183.6300048828125,187.50999450683594,182.7100067138672,186.89999389648438,181.80087280273438,4669400
2024-02-02,187.10000610351562,187.38999938964844,185.6199951171875,185.7899932861328,180.72116088867188,4054200
2024-02-05,185.50999450683594,185.77999877929688,183.25999450683594,183.4199981689453,178.4158172607422,4379600
2024-02-06,183.5500030517578,184.67999267578125,183.0399932861328,183.41000366210938,178.40609741210938,3337600
2024-02-07,183.33999633789062,184.02000427246094,182.6300048828125,183.74000549316406,178.7270965576172,4841200
